"MUNICIPIO","DESCRICAO","REGIAO"
"2209450","SANTO ANTONIO DOS MILAGRES",""
"2209658","SAO FRANCISCO DE ASSIS DO PIAUI",""
"2209757","SAO GONCALO DO GURGUEIA",""
"2209872","SAO JOAO DA FRONTEIRA",""
"2209955","SAO JOAO DA VARJOTA",""
"2209971","SAO JOAO DO ARRAIAL",""
"2210375","SAO LUIS DO PIAUI",""
"2210383","SAO MIGUEL DA BAIXA GRANDE",""
"2210391","SAO MIGUEL DO FIDALGO",""
"2210623","SEBASTIAO BARROS",""
"2210631","SEBASTIAO LEAL",""
"2210938","SUSSUAPARA",""
"2210953","TAMBORIL DO PIAUI",""
"2210979","TANQUE DO PIAUI",""
"2211506","VERA MENDES",""
"2211605","VILA NOVA DO PIAUI",""
"2211704","WALL FERRAZ",""
"2401651","BODO",""
"2401859","CAICARA DO NORTE",""
"2403756","FERNANDO PEDROSA",""
"2404853","ITAJA",""
"2407252","MAJOR SALES",""
"2408953","RIO DO FOGO",""
"2409332","SANTA MARIA",""
"2410256","PORTO DO MANGUE",""
"2411056","TIBAU",""
"2412559","SAO MIGUEL DE TOUROS",""
"2413557","SERRINHA DOS PINTOS",""
"2414159","TENENTE LAURENTINO CRUZ",""
"2414456","TRIUNFO POTIGUAR",""
"2414753","VENHA-VER",""
"2500536","ALCANTIL",""
"2500577","ALGODAO DE JANDAIRA",""
"2500734","AMPARO",""
"2500775","APARECIDA",""
"2501153","AREIA DE BARAUNAS",""
"2501351","ASSUNCAO",""
"2501534","BARAUNA",""
"2501575","BARRA DE SANTANA",""
"2502052","BERNARDINO BATISTA",""
"2502151","BOA VISTA",""
"2503555","CACIMBAS",""
"2503753","CAJAZEIRINHAS",""
"2504033","CAPIM",""
"2504074","CARAUBAS",""
"2504157","CASSERENGUE",""
"2504355","CATURITE",""
"2504850","COXIXOLA",""
"2505238","CUITE DE MAMANGUAPE",""
"2505279","CURRAL DE CIMA",""
"2505352","DAMIAO",""
"2506251","GADO BRAVO",""
"2508554","LOGRADOURO",""
"2509057","MARCACAO",""
"2509156","MARIZOPOLIS",""
"2509339","MATINHAS",""
"2509370","MATO GROSSO",""
"2509396","MATUREIA",""
"2510659","PARARI",""
"2512036","POCO DANTAS",""
"2512077","POCO DE JOSE DE MOURA",""
"2512721","PEDRO REGIO",""
"2512747","RIACHAO",""
"2512754","ASSIS CHATEAUBRIAND",""
"2512762","RIACHAO DO POCO",""
"2512788","RIACHO DE SANTO ANTONIO",""
"2513158","SANTA CECILIA",""
"2513356","SANTA INES",""
"2513653","SANTAREM",""
"2513851","SANTO ANDRE",""
"2513927","SAO BENTO DE POMBAL",""
"2513943","SAO DOMINGOS DO CARIRI",""
"2513968","SAO DOMINGOS DE POMBAL",""
"2513984","SAO FRANCISCO",""
"2514453","SAO JOSE DOS RAMOS",""
"2514552","SAO JOSE DE PRINCESA",""
"2514651","SAO JOSE DO BREJO DO CRUZ",""
"2515930","SERTAOZINHO",""
"2515971","SOBRADO",""
"2516151","SOSSEGO",""
"2516755","TENORIO",""
"2517209","VIEIROPOLIS",""
"2517407","ZABELE",""
"2601052","ARACOIABA",""
"2604155","CASINHAS",""
"2607950","JAQUEIRA",""
"2608057","JATOBA",""
"2608750","LAGOA GRANDE",""
"2609154","MANARI",""
"2612554","SANTA FILOMENA",""
"2614857","TAMANDARE",""
"2701357","CAMPESTRE",""
"3102050","ALTO CAPARAO",""
"3102852","ANGELANDIA",""
"3104452","ARICANDUVA",""
"3106655","BERIZAL",""
"3108255","BONITO DE MINAS",""
"3108552","BRASILANDIA DE MINAS",""
"3109253","BUGRE",""
"3109451","CABECEIRA GRANDE",""
"3111150","CAMPO AZUL",""
"3112059","CANTAGALO",""
"3115359","CATAS ALTAS",""
"3115474","CATUTI",""
"3116159","CHAPADA GAUCHA",""
"3117836","CONEGO MARINHO",""
"3117876","CONFINS",""
"3119955","CORREGO FUNDO",""
"3120151","CRISOLITA",""
"3120839","CUPARAQUE",""
"3120870","CURRAL DE DENTRO",""
"3121258","DELTA",""
"3122355","DIVISA ALEGRE",""
"3122470","DOM BOSCO",""
"3126752","FRANCISCOPOLIS",""
"3126950","FREI LAGONEGRO",""
"3127073","FRUTA DE LEITE",""
"3127339","GAMELEIRAS",""
"3127354","GLAUCILANDIA",""
"3127370","GOIABEIRA",""
"3127388","GOIANA",""
"3128253","GUARACIAMA",""
"3129657","IBIRACATU",""
"3130556","IMBE DE MINAS",""
"3130655","INDAIABIRA",""
"3135357","JAPONVAR",""
"3135456","JENIPAPO DE MINAS",""
"3136520","JOSE GONCALVES DE MINAS",""
"3136553","JOSE RAYDAN",""
"3136579","JOSENOPOLIS",""
"3136959","JUVENILIA",""
"3138351","LEME DO PRADO",""
"3138674","LUISBURGO",""
"3138682","LUISLANDIA",""
"3140159","MARIO CAMPOS",""
"3140530","MARTINS SOARES",""
"3142254","MIRAVANIA",""
"3143153","MONTE FORMOSO",""
"3144359","NAQUE",""
"3144375","NATALANDIA",""
"3144656","NINHEIRA",""
"3144672","NOVA BELEM",""
"3145059","NOVA PORTEIRINHA",""
"3145356","NOVO ORIENTE DE MINAS",""
"3145372","NOVORIZONTE",""
"3145455","OLHOS-D'AGUA",""
"3145851","ORATORIOS",""
"3145877","ORIZANIA",""
"3146255","PADRE CARVALHO",""
"3146552","PAI PEDRO",""
"3147956","PATIS",""
"3148756","PEDRA BONITA",""
"3149952","PERIQUITO",""
"3150158","PIEDADE DE CARATINGA",""
"3150539","PINGO D'AGUA",""
"3150570","PINTOPOLIS",""
"3152131","PONTO CHIQUE",""
"3152170","PONTO DOS VOLANTES",""
"3154150","REDUTO",""
"3156452","ROSARIO DA LIMEIRA",""
"3157278","SANTA BARBARA DO MONTE VERDE",""
"3157336","SANTA CRUZ DE MINAS",""
"3157377","SANTA CRUZ DE SALINAS",""
"3157658","SANTA HELENA DE MINAS",""
"3160454","SANTO ANTONIO DO RETIRO",""
"3160959","SAO DOMINGOS DAS DORES",""
"3161056","SAO FELIX DE MINAS",""
"3161650","SAO GERALDO DO BAIXIO",""
"3162252","SAO JOAO DA LAGOA",""
"3162450","SAO JOAO DAS MISSOES",""
"3162658","SAO JOAO DO PACUI",""
"3162922","SAO JOAQUIM DE BICAS",""
"3162948","SAO JOSE DA BARRA",""
"3164431","SAO SEBASTIAO DA VARGEM ALEGRE",""
"3164472","SAO SEBASTIAO DO ANTA",""
"3165537","SARZEDO",""
"3165552","SETUBINHA",""
"3165560","SEM-PEIXE",""
"3166956","SERRANOPOLIS DE MINAS",""
"3168051","TAPARUBA",""
"3169059","TOCOS DO MOJI",""
"3170438","UNIAO DE MINAS",""
"3170479","URUANA DE MINAS",""
"3170578","VARGEM ALEGRE",""
"3170651","VARGEM GRANDE DO RIO PARDO",""
"3170750","VARJAO DE MINAS",""
"3171030","VERDELANDIA",""
"3171071","VEREDINHA",""
"3171154","VERMELHO NOVO",""
"3201159","BREJETUBA",""
"3203320","MARATAIZES",""
"3204252","PONTO BELO",""
"3204955","SAO ROQUE DO CANAA",""
"3205010","SOORETAMA",""
"3205176","VILA VALERIO",""
"3300233","ARMACAO DE BUZIOS",""
"3300936","CARAPEBUS",""
"3301876","IGUABA GRANDE",""
"3302452","MACUCO",""
"3303955","PINHEIRAL",""
"3304110","PORTO REAL",""
"3304755","SAO FRANCISCO DE ITABAPOANA",""
"3305133","SAO JOSE DE UBA",""
"3305554","SEROPEDICA",""
"3305752","TANGUA",""
"3503356","ARCO-IRIS",""
"3507753","BREJO ALEGRE",""
"3509957","CANAS",""
"3515657","FERNAO",""
"3516853","GAVIAO PEIXOTO",""
"3521150","IPIGUA",""
"3525854","JUMIRIM",""
"3532157","NANTES",""
"3532868","NOVA CASTILHO",""
"3534757","OUROESTE",""
"3536570","PAULISTANIA",""
"3540853","PRACINHA",""
"3541059","PRATANIA",""
"3541653","QUADRA",""
"3543238","RIBEIRAO DOS INDIOS",""
"3546256","SANTA CRUZ DA ESPERANCA",""
"3547650","SANTA SALETE",""
"3553658","TAQUARAL",""
"3554755","TRABIJU",""
"3556958","VITORIA BRASIL",""
"4101655","ARAPUA",""
"4101853","ARIRANHA DO IVAI",""
"4102752","BELA VISTA DO CAROBA",""
"4103040","BOA VENTURA DE SAO ROQUE",""
"4103156","BOM JESUS DO SUL",""
"4103958","CAMPINA DO SIMAO",""
"4104253","CAMPO MAGRO",""
"4104659","CARAMBEI",""
"4106456","CORONEL DOMINGOS SOARES",""
"4106852","CRUZMALTINA",""
"4107520","ESPERANCA NOVA",""
"4107546","ESPIGAO ALTO DO IGUACU",""
"4107736","FERNANDES PINHEIRO",""
"4108452","FOZ DO JORDAO",""
"4108650","GOIOXIM",""
"4108957","GUAMIRANGA",""
"4110078","IMBAU",""
"4114351","MANFRINOPOLIS",""
"4115457","MARQUINHO",""
"4118857","PEROBAL",""
"4119954","PONTAL DO PARANA",""
"4120150","PORTO BARREIRO",""
"4120333","PRADO FERREIRA",""
"4120655","QUARTO CENTENARIO",""
"4121752","RESERVA DO IGUACU",""
"4122172","RIO BRANCO DO IVAI",""
"4126355","SERRANOPOLIS DO IGUACU",""
"4126678","TAMARANA",""
"4200754","ALTO BELA VISTA",""
"4201950","BALNEARIO ARROIO DO SILVA",""
"4202073","BALNEARIO GAIVOTA",""
"4202081","BANDEIRANTE",""
"4202099","BARRA BONITA",""
"4202131","BELA VISTA DO TOLDO",""
"4202438","BOCAINA DO SUL",""
"4202537","BOM JESUS",""
"4202578","BOM JESUS DO OESTE",""
"4202875","BRUNOPOLIS",""
"4203253","CAPAO ALTO",""
"4204194","CHAPADAO DO LAGEADO",""
"4204756","CUNHATAI",""
"4205175","ENTRE RIOS",""
"4205191","ERMO",""
"4205357","FLOR DO SERTAO",""
"4205555","FREI ROGERIO",""
"4206751","IBIAM",""
"4207577","IOMERE",""
"4209177","JUPIA",""
"4210035","LUZERNA",""
"4211876","PAIAL",""
"4211892","PAINEL",""
"4212056","PALMEIRA",""
"4214151","PRINCESA",""
"4215356","SALTINHO",""
"4215687","SANTA TEREZINHA DO PROGRESSO",""
"4215695","SANTIAGO DO SUL",""
"4215752","SAO BERNARDINO",""
"4217253","SAO PEDRO DE ALCANTARA",""
"4217956","TIGRINHOS",""
"4218350","TREVISO",""
"4219853","ZORTEA",""
"4300877","ARARICA",""
"4301636","BALNEARIO PINHAL",""
"4301875","BARRA DO QUARAI",""
"4302055","BENJAMIN CONSTANT DO SUL",""
"4302253","BOA VISTA DO SUL",""
"4304671","CAPIVARI DO SUL",""
"4304713","CARAA",""
"4305124","CERRITO",""
"4305439","CHUI",""
"4305447","CHUVISCA",""
"4306072","CRISTAL DO SUL",""
"4306379","DILERMANDO DE AGUIAR",""
"4306551","DOM PEDRO DE ALCANTARA",""
"4306759","DOUTOR RICARDO",""
"4307450","ESPERANCA DO SUL",""
"4307815","ESTRELA VELHA",""
"4308078","FAZENDA VILANOVA",""
"4308250","FLORIANO PEIXOTO",""
"4309571","HERVEIRAS",""
"4310538","ITAARA",""
"4311130","JARI",""
"4311718","MACAMBARA",""
"4311734","MAMPITUBA",""
"4312054","MARQUES DE SOUZA",""
"4312377","MONTE ALEGRE DOS CAMPOS",""
"4312617","MUITOS CAPOES",""
"4313011","NOVA CANDELARIA",""
"4313334","NOVA RAMADA",""
"4313391","NOVO CABRAIS",""
"4314068","PASSA SETE",""
"4320321","SENADOR SALGADO FILHO",""
"4320578","SETE DE SETEMBRO",""
"4320859","TABAI",""
"4321493","TOROPI",""
"4322327","TURUCU",""
"4322343","UBIRETAMA",""
"4322376","UNISTALDA",""
"4322525","VALE VERDE",""
"4322855","VESPASIANO CORREA",""
"4323358","VILA LANGARO",""
"5102686","CAMPOS DE JULIO",""
"5102793","CARLINDA",""
"5103700","FELIZ NATAL",""
"5103858","GAUCHA DO NORTE",""
"5106182","NOVA LACERDA",""
"5106240","NOVA UBIRATA",""
"5106265","NOVO MUNDO",""
"5107875","SAPEZAL",""
"5108303","UNIAO DO SUL",""
"5200050","ABADIA DE GOIAS",""
"5200258","AGUAS LINDAS DE GOIAS",""
"5200829","AMARALINA",""
"5203575","BONOPOLIS",""
"5215231","NOVO GAMA",""
"5218052","PORTEIRAO",""
"5219456","SANTA RITA DO NOVO DESTINO",""
"5220280","SAO PATRICIO",""
"5221858","VALPARAISO DE GOIAS",""
"5222302","VILA PROPICIO",""
"4305871","CORONEL BARROS",""
